,altname,wsname,aclass_base,base,aclass_quote,quote,lot,cost_decimals,pair_decimals,lot_decimals,lot_multiplier,leverage_buy,leverage_sell,fees,fees_maker,fee_volume_currency,margin_call,margin_stop,ordermin,costmin,tick_size,status,long_position_limit,short_position_limit
EURJPY,EURJPY,EUR/JPY,currency,ZEUR,currency,ZJPY,unit,3,3,8,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,0.5,50,0.001,online,,
EURTEUR,EURTEUR,EURT/EUR,currency,EURT,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,,
EURTUSD,EURTUSD,EURT/USD,currency,EURT,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
EURTUSDT,EURTUSDT,EURT/USDT,currency,EURT,currency,USDT,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
EWTEUR,EWTEUR,EWT/EUR,currency,EWT,currency,ZEUR,unit,6,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2,0.45,0.001,online,,
EWTGBP,EWTGBP,EWT/GBP,currency,EWT,currency,ZGBP,unit,6,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2,0.43,0.001,online,,
EWTUSD,EWTUSD,EWT/USD,currency,EWT,currency,ZUSD,unit,6,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2,0.5,0.001,online,,
EWTXBT,EWTXBT,EWT/XBT,currency,EWT,currency,XXBT,unit,9,8,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2,0.00002,0.00000001,online,,
FARMEUR,FARMEUR,FARM/EUR,currency,FARM,currency,ZEUR,unit,6,2,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.1,0.45,0.01,online,,
FARMUSD,FARMUSD,FARM/USD,currency,FARM,currency,ZUSD,unit,6,2,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.1,0.5,0.01,online,,
FETEUR,FETEUR,FET/EUR,currency,FET,currency,ZEUR,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2.5,0.45,0.0001,online,,
FETUSD,FETUSD,FET/USD,currency,FET,currency,ZUSD,unit,6,4,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2.5,0.5,0.0001,reduce_only,20000.0,20000.0
FIDAEUR,FIDAEUR,FIDA/EUR,currency,FIDA,currency,ZEUR,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,20,0.45,0.001,online,,
FIDAUSD,FIDAUSD,FIDA/USD,currency,FIDA,currency,ZUSD,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,20,0.5,0.001,online,,
FILETH,FILETH,FIL/ETH,currency,FIL,currency,XETH,unit,7,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.0002,0.00001,online,,
FILEUR,FILEUR,FIL/EUR,currency,FIL,currency,ZEUR,unit,5,3,8,1,[2],[2],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.45,0.001,online,6000.0,6000.0
FILGBP,FILGBP,FIL/GBP,currency,FIL,currency,ZGBP,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.43,0.001,online,,
FILUSD,FILUSD,FIL/USD,currency,FIL,currency,ZUSD,unit,5,3,8,1,[2],[2],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.5,0.001,online,73000.0,10000.0
FILXBT,FILXBT,FIL/XBT,currency,FIL,currency,XXBT,unit,9,7,8,1,[2],[2],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.00002,0.0000001,online,1300.0,1100.0
FISEUR,FISEUR,FIS/EUR,currency,FIS,currency,ZEUR,unit,8,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,12,0.45,0.0001,online,,
FISUSD,FISUSD,FIS/USD,currency,FIS,currency,ZUSD,unit,8,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,12,0.5,0.0001,online,,
FLOWETH,FLOWETH,FLOW/ETH,currency,FLOW,currency,XETH,unit,7,6,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,5,0.0002,0.000001,online,,
FLOWEUR,FLOWEUR,FLOW/EUR,currency,FLOW,currency,ZEUR,unit,5,3,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,5,0.45,0.001,online,18000.0,16000.0
FLOWUSD,FLOWUSD,FLOW/USD,currency,FLOW,currency,ZUSD,unit,5,3,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,5,0.5,0.001,online,37000.0,33000.0
FLOWXBT,FLOWXBT,FLOW/XBT,currency,FLOW,currency,XXBT,unit,9,7,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,5,0.00002,0.0000001,online,,
FLREUR,FLREUR,FLR/EUR,currency,FLR,currency,ZEUR,unit,9,5,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,150,0.45,0.00001,online,710000.0,520000.0
FLRUSD,FLRUSD,FLR/USD,currency,FLR,currency,ZUSD,unit,9,5,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,150,0.5,0.00001,online,1000000.0,740000.0
FORTHEUR,FORTHEUR,FORTH/EUR,currency,FORTH,currency,ZEUR,unit,7,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.45,0.001,online,,
FORTHUSD,FORTHUSD,FORTH/USD,currency,FORTH,currency,ZUSD,unit,7,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.5,0.001,online,,
FTMEUR,FTMEUR,FTM/EUR,currency,FTM,currency,ZEUR,unit,5,4,8,1,"[2, 3, 4]","[2, 3, 4]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,64000.0,56000.0
FTMUSD,FTMUSD,FTM/USD,currency,FTM,currency,ZUSD,unit,5,4,8,1,"[2, 3, 4]","[2, 3, 4]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,130000.0,93000.0
FXSEUR,FXSEUR,FXS/EUR,currency,FXS,currency,ZEUR,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.5,0.45,0.001,online,,
FXSUSD,FXSUSD,FXS/USD,currency,FXS,currency,ZUSD,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.5,0.5,0.001,online,,
GALAEUR,GALAEUR,GALA/EUR,currency,GALA,currency,ZEUR,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,100,0.45,0.0001,online,,
GALAUSD,GALAUSD,GALA/USD,currency,GALA,currency,ZUSD,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,100,0.5,0.0001,online,,
GALEUR,GALEUR,GAL/EUR,currency,GAL,currency,ZEUR,unit,8,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2,0.45,0.0001,online,,
GALUSD,GALUSD,GAL/USD,currency,GAL,currency,ZUSD,unit,8,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,2,0.5,0.0001,online,,
GARIEUR,GARIEUR,GARI/EUR,currency,GARI,currency,ZEUR,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,165,0.45,0.0001,online,,
GARIUSD,GARIUSD,GARI/USD,currency,GARI,currency,ZUSD,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,165,0.5,0.0001,online,,
GHSTEUR,GHSTEUR,GHST/EUR,currency,GHST,currency,ZEUR,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,3,0.45,0.0001,online,,
GHSTUSD,GHSTUSD,GHST/USD,currency,GHST,currency,ZUSD,unit,6,4,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,3,0.5,0.0001,online,,
GHSTXBT,GHSTXBT,GHST/XBT,currency,GHST,currency,XXBT,unit,10,8,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,3,0.00002,0.00000001,online,,
GLMREUR,GLMREUR,GLMR/EUR,currency,GLMR,currency,ZEUR,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,10,0.45,0.001,online,,
GLMRUSD,GLMRUSD,GLMR/USD,currency,GLMR,currency,ZUSD,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,10,0.5,0.001,online,,
GMTEUR,GMTEUR,GMT/EUR,currency,GMT,currency,ZEUR,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,20,0.45,0.001,online,,
GMTUSD,GMTUSD,GMT/USD,currency,GMT,currency,ZUSD,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,20,0.5,0.001,online,,
GMXEUR,GMXEUR,GMX/EUR,currency,GMX,currency,ZEUR,unit,6,2,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.13,0.45,0.01,online,,
GMXUSD,GMXUSD,GMX/USD,currency,GMX,currency,ZUSD,unit,6,2,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.13,0.5,0.01,online,,
GNOEUR,GNOEUR,GNO/EUR,currency,GNO,currency,ZEUR,unit,6,2,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.02,0.45,0.01,online,,
GNOUSD,GNOUSD,GNO/USD,currency,GNO,currency,ZUSD,unit,6,2,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.02,0.5,0.01,online,,
GRTEUR,GRTEUR,GRT/EUR,currency,GRT,currency,ZEUR,unit,7,5,8,1,[2],[2],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,17,0.45,0.00001,online,180000.0,200000.0
